Artist,Title,Album,Year,Lyrics,Lyrics Link,pos,neu,neg,opp neg,final score
Elliott Smith,No Name No. 5,Either/Or,1997,"got bitten fingernails and a head full of the past. and everybody's gone at last. a sweet, sweet smile that's fading fast. 'cause everybody's gone at last. don't get upset about it, no, not anymore. there's nothing wrong that wasn't wrong before. had a second alone with a chance let pass. and everybody's gone at last. . and i hope you're not waiting. waiting 'round for me. 'cause i'm not going anywhere, obviously. got a broken heart and your name on my cast. and everybody's gone at last. everybody's gone at last",https://genius.com/Elliott-smith-no-name-no-5-lyrics,0.203,0.726,0.072,0.928,0.5655
Elliott Smith,Cupid's Trick,Either/Or,1997,"she's shaking down. i'm absent and numb from shock. reaching around for the hands of the clock. sugar lie. . lick me up, it's my lie. sugar, lick me up, it's my lie. sugar, lick me up, it's my lie. sugar, lick me up. . cupid's trick comes down to shake and deal. a stupid kick that makes me reel. sugar lie. . lick me up, it's my lie. sugar, lick me up, it's my lie. sugar, lick me up, it's my lie. sugar, lick me up. . she's shaking down. it's never over and done. so kick me, cane me. then i'll know why. . lick me up, it's my lie. sugar, lick me up, it's my lie. sugar, lick me up, it's my lie. sugar, lick me up",https://genius.com/Elliott-smith-cupids-trick-lyrics,0.014,0.875,0.111,0.889,0.4515
Elliott Smith,Punch and Judy,Either/Or,1997,"a wallflower punch talks to judy. in a crowded corner where anybody can listen in. but they don't read page to page or speak easy. now, they're gonna go say the words in the wrong order again. . they walk in a circle through all the sidewalk scenes. they used to be apart of one time. now, everybody just stares and whispers. driving around up and down division street. i used to like it here. it just bums me out to remember. . can't you ever treat anyone nice?. think i'm gonna make the same mistake twice. . they draw the curtain. wait for a call. pretty lucky if they get any kind of response at all. . can't you ever treat anyone nice?. think i'm gonna make the same mistake twice. gonna make the same mistake twice",https://genius.com/Elliott-smith-punch-and-judy-lyrics,0.098,0.774,0.127,0.873,0.4855
Elliott Smith,I Figured You Out,Others,2017,"i've seen you watching. her every time she crosses the floor. so won't you just go and talk to. the one you really adore. i'm getting pretty used to being. the one that you always ignore. when somebody wants you. i've seen it before. you're every kind of collar. there ain't nothing that you won't claim. your ambition and promise. and your addiction to fame. and everyone's got a dollar. sign after their name. when somebody wants you. you treat 'em just the same. so go on and pick up. you don't care what poison you choose. and what person you lose. it should've been me, yeah. shouldn't it be?. a crushing quiet. blows in through your window. to someone who wants you. that you'll never know. but i'll pick up around you. and clear everything out. leave you where i found you. i figured you out. leave you where i found you. i figured you out",https://genius.com/Elliott-smith-i-figured-you-out-lyrics,0.104,0.834,0.062,0.938,0.521
Elliott Smith,Bottle Up and Explode! (Alternate Version),Others,,"record that plays over and over. there's a kid in the story below. trying to stay. up and awake. his running love of crimson and clover. the needle should've worn it away. a long time ago. everything around here happens so slow. 'cause no one needs to know. i'm looking out my window now. and the snow is falling deep around a man asleep. he doesn't know he's dying now. from the cruelty and the cold. anywhere that the damage doesn't show. so no one needs to know. everything around here happens so slow. no one needs to know. no, no one needs to know",https://genius.com/Elliott-smith-bottle-up-and-explode-alternate-version-lyrics,0.051,0.756,0.193,0.807,0.429
Elliott Smith,My New Freedom (Live),Others,,"you can go any time you want. i won't watch if it hurts too much. but if you stay, i promise you i'll be. better to you. and better to me. i've been out to celebrate my new freedom. with a drink to you, 'cause you made it new. and i hate for people a through z. everything. everything. i know how to celebrate my new freedom. and forget other stuff if i drink enough. to pretend that i got people too. people i know who care what i do. you're busy trying to be nice. i never asked your advice. i know how to handle the situation. how to be discreet and admit defeat. you can go, and i'll say what i should. i'm-a doin' okay, pretty good",https://genius.com/Elliott-smith-my-new-freedom-live-lyrics,0.326,0.583,0.091,0.909,0.6175
Elliott Smith,Some Song (Live),Others,,"it's a junkie dream, makes you so uptight. yeah, it's halloween tonight and every night. see you scratch your skin, your sandpaper throat. you're a symphony, man, with one fucking note. charlie beat you up week after week. and when you grow up, you're going to be a freak. want a violent girl that's not scared of anything. help me kill my time. 'cause i'll never be fine. help me kill my time. you went down to look at old dallas town. where you must be sick just to hang around. seen it on tv, how to kill your man. then like gacy's scene, a canvas in your head. better call your mom, she's out looking for you. in the jail and the army and the hospital, too. but those people there, they couldn't do anything. for you. help me kill my time. 'cause i'll never be fine. help me kill my time. help me kill my time. help me kill my time. 'cause i'll never be fine. help me kill my time",https://genius.com/Elliott-smith-some-song-live-lyrics,0.138,0.619,0.243,0.757,0.4475
Elliott Smith,Needle in the Hay,Elliott Smith,1995,"your hand on his arm. haystack charm around your neck. strung out and thin. calling some friend, trying to cash some check. he's acting dumb. that's what you've come to expect. . needle in the hay. needle in the hay. needle in the hay. needle in the hay. . he's wearing your clothes. head down to toes a reaction to you. you say you know what he did. but, you, idiot kid. you don't have a clue. sometimes they just get caught in the eye. you're pulling him through. . needle in the hay. needle in the hay. needle in the hay. needle in the hay. . now on the bus. nearly touching this dirty retreat. falling out. 6th and powell, a dead sweat in my teeth. gonna walk, walk, walk. four more blocks plus the one in my brain. down downstairs to the man. he's gonna make it all okay. i can't be myself. i can't be myself and i don't want to talk. i'm taking the cure so i can be quiet wherever i want. so leave me alone. you ought to be proud that i'm getting good marks. . needle in the hay. needle in the hay. needle in the hay. needle in the hay. needle in the hay. needle in the hay. needle in the hay. needle in the hay",https://genius.com/Elliott-smith-needle-in-the-hay-lyrics,0.077,0.802,0.121,0.879,0.478
Elliott Smith,Christian Brothers,Elliott Smith,1995,"no bad dream fucker's gonna boss me around. christian brothers gonna take him down. but it can't help me get over. . don't be cross, this sick i want. i've seen the boss blink on and off. . fake concerns is what's the matter, man. and you think i ought to shake your motherfucking hand. well, i know how much you care. . don't be cross, this sick i want. i've seen the boss blink on and off. come here by me, i want you here. nightmares become me, it's so fucking clear",https://genius.com/Elliott-smith-christian-brothers-lyrics,0.189,0.57,0.241,0.759,0.474
Elliott Smith,The Biggest Lie,Elliott Smith,1995,"i'm waiting for the train. the subway that only goes one way. the stupid thing that'll come to pull us apart. and make everybody late. . you spent everything you had. wanted everything to stop that bad. and now i'm a crushed credit card registered to smith. not the name that you call me with. . you turned white like a saint. i'm tired of dancing on a pot of gold-flaked paint. oh, we're so very precious, you and i. and everything that you do makes me want to die. oh, i just told the biggest lie. i just told the biggest lie. the biggest lie",https://genius.com/Elliott-smith-the-biggest-lie-lyrics,0.09,0.752,0.158,0.842,0.466
Elliott Smith,Coming Up Roses,Elliott Smith,1995,i'm a junkyard full of false starts. and i don't need your permission. to bury my love under this bare light bulb. . the moon is a sickle cell. it'll kill you in time. your cold white brother riding your blood. like spun glass in sore eyes. . while the moon does its division. you're buried below. and you're coming up roses everywhere you go. red roses follow. . the things that you tell yourself. they'll kill you in time. your cold white brother alive in your blood. spinning in the night sky. . while the moon does its division. you're buried below. and you're coming up roses everywhere you go. red roses. so you got in a kind of trouble that nobody knows. it's coming up roses everywhere you go. red roses,https://genius.com/Elliott-smith-coming-up-roses-lyrics,0.065,0.83,0.105,0.895,0.48
Elliott Smith,Clementine,Elliott Smith,1995,"they're waking you up to close the bar. the street's wet, you can tell by the sound of the cars. the bartender's singing ""clementine"". while he's turning around the open sign. ""dreadful sorry, clementine"". . though you're still her man. it seems a long time gone. maybe the whole thing's wrong. what if she thinks so but just didn't say so?. you drank yourself into slow-mo. made an angel in the snow. anything to pass the time. and keep that song out of your mind. ""oh my darling. oh my darling. oh my darling, clementine. dreadful sorry, clementine""",https://genius.com/Elliott-smith-clementine-lyrics,0.137,0.772,0.092,0.908,0.5225
Elliott Smith,St. Ides Heaven,Elliott Smith,1995,"everything is exactly right. when i walk around here drunk every night. with an open container from 7-11. in st. ides heaven. . i've been out haunting the neighborhood. and everybody can see i'm no good. when i'm walking out between parked cars. with my head full of stars. . high on amphetamines. the moon is a light bulb breaking. it'll go around with anyone. but it won't come down for anyone. . you think you know what brings me down. that i want those things you could never allow. you see me smiling, you think it's a frown. turned upside down. . 'cause everyone is a fucking pro. and they all got answers from trouble they've known. and they all got to say what you should and shouldn't do. though they don't have a clue. . . and i won't come down for anyone",https://genius.com/Elliott-smith-st-ides-heaven-lyrics,0.067,0.86,0.073,0.927,0.497
Elliott Smith,Southern Belle,Elliott Smith,1995,"killing a southern belle is all you know how to do. that and give other people hell. it's what they expect from you, too. but i wouldn't have you how you are. . i don't want to walk around. i don't even want to breathe. i live in a southern town. where all you can do is grit your teeth. but i wouldn't have you how you are. . how come you're not ashamed of what you are?. and sorry that you're the one she got?. . ain't nobody looking now. nobody, nothing's said. no one's about to shout. nobody's seeing red. but i wouldn't have you how you are. you're killing a southern belle. killing a southern belle. killing a southern belle",https://genius.com/Elliott-smith-southern-belle-lyrics,0.025,0.742,0.233,0.767,0.396
Elliott Smith,The White Lady Loves You More,Elliott Smith,1995,"keep your things in a place meant to hide. but i know they're there somewhere. and i know that's where you'll go tonight. i'll be thrown over just like before. . the white lady loves you more. . need a metal man just to pick up your feet. it's a long time since you cared enough for me to even be discreet. i know what this metal is for. . the white lady loves you more. . i'm looking at a hand full of broken plans. and i'm tired of playing it down. you just want her to do anything to you. there ain't nothing that you won't allow. . you wake up in the middle of the night. from a dream you won't remember flashing on like a cop's light. you say, ""she's waiting and i know what for."". . the white lady loves you more. the white lady",https://genius.com/Elliott-smith-the-white-lady-loves-you-more-lyrics,0.214,0.718,0.068,0.932,0.573
Elliott Smith,Single File,Elliott Smith,1995,"here in line where stupid shit collides. with dying shooting stars. all we got to show what we really are. is the same kind of scars. and looking at you all i see is. you're waiting for something. . single file. you're a murder mile. you idiot kid. your arm's got a death in it. . if you're choking up, take this paper cup. but there's a price that you'll pay. for trying hard to become whatever they are. and saying whatever they say. so help yourself to this bitter pill. or somebody else will. . single file. you're a murder mile. you idiot kid. your arm's got a death in it. single file. single file. single file. single file",https://genius.com/Elliott-smith-single-file-lyrics,0.034,0.687,0.279,0.721,0.3775
Elliott Smith,Alphabet Town,Elliott Smith,1995,"alphabet city is haunted. constantina feels right at home. she probably won't say you're wrong. but you're already wrong. you're already wrong. and you threw up whatever she shot down. . said, ""show me around this alphabet town."". said, ""show me around."". . there's a name you keep repeating. you got nothing better to do. and you're with someone who'll hear you say it and just not mind. her hand on your arm. her hand on your arm. she put her hand on your arm. and told you her name, you can't pronounce it. . i'll show you around this alphabet town. i'll show you around this alphabet town. . i know what you are, i just don't mind. i won't say you're wrong. i know what you want and it's what i want. so let's go out. i'm ready to go out. . i'll show you around this alphabet town. i'll show you around this alphabet town",https://genius.com/Elliott-smith-alphabet-town-lyrics,0.106,0.802,0.092,0.908,0.507
Elliott Smith,Good to Go,Elliott Smith,1995,a low riding junkie girl. rode down south to your little world like a dream. . you can do it if you want to. you can do it if you want to. you can do it if you want to be like me. . i wouldn't need a hero. if i wasn't such a zero. if i wasn't such a zero. good to go. . all i ever see around here is things of hers that you left lying around. it's all i ever see around here. . she kicked new york like a curse. and you traced her footsteps in reverse up to queens. . you can do it if you want to. you can do it if you want to. you can do it if you want to be like me. . i wouldn't need a hero. if i wasn't such a zero. if i wasn't such a zero. good to go. . all i ever see around here is things of hers that you left lying around. it's all i ever see around here. some empty envelopes from some other town. it's all i ever see around here. i'm waiting for something that's not coming,https://genius.com/Elliott-smith-good-to-go-lyrics,0.095,0.777,0.128,0.872,0.4835
Elliott Smith,Satellite,Elliott Smith,1995,"while the hands are pointing up midnight. you're a question mark coming after people you watched collide. . you can ask what you want to the satellite. . 'cause the names you drop put ice in my veins. and for all you know, you're the only one who finds it strange. . when they call it a lover's moon, the satellite. 'cause it acts just like lovers do, the satellite. a burned-out world you know. staying up all night. the satellite",https://genius.com/Elliott-smith-satellite-lyrics,0.088,0.848,0.064,0.936,0.512
Elliott Smith,Somebody That I Used to Know,Figure 8,2000,"i had tender feelings that you made hard. but it's your heart, not mine, that's scarred. so when i go home i'll be happy to go. you're just somebody that i used to know. . you don't need my help anymore. it's all now to you, there ain't no before. now that you're big enough to run your own show. you're just somebody that i used to know. . i watched you deal in a dying day. and throw a living past away. so you can be sure that you're in control. you're just somebody that i used to know. . . i know you don't think you did me wrong. and i can't stay this mad for long. keeping a hold of what you just let go. you're just somebody that i used to know",https://genius.com/Elliott-smith-somebody-that-i-used-to-know-lyrics,0.076,0.827,0.098,0.902,0.489
Elliott Smith,Everything Means Nothing to Me,Figure 8,2000,"someone found the future as a statue in a fountain. at attention, looking backward in a pool of water. wishes with a blue songbird on his shoulder. who keeps singing over everything. . everything means nothing to me. everything means nothing to me. everything means nothing to me. . i picked up the song and found my picture in the paper. the reflection in the water showed an iron man still trying to salute. people from a time when he was everything he's supposed to be. . everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me. everything means nothing to me",https://genius.com/Elliott-smith-everything-means-nothing-to-me-lyrics,0.01,0.99,0,1,0.505
Elliott Smith,Son of Sam,Figure 8,2000,"something's happening. don't speak too soon. i told the boss off and made my move. got nowhere to go. . son of sam. son of the shining path, the clouded mind. the couple killer, each and every time. . i'm not uncomfortable, feeling weird. lonely leered, options disappeared. but i know what to do. son of sam, son of a doctor's touch, a nurse's love. acting under orders from above. . king for a day. . . son of sam. son of the shining path, the clouded mind. the couple killer, running out of time. . shiva opens her arms now. to make sure i don't get too far. i may talk in my sleep tonight. 'cause i don't know what i am. i'm a little like you. more like son of sam",https://genius.com/Elliott-smith-son-of-sam-lyrics,0.126,0.761,0.113,0.887,0.5065
Elliott Smith,Everything Reminds Me of Her,Figure 8,2000,"i never really had a problem because of leaving. but everything reminds me of her this evening. so if i seem a little out of it, sorry. but why should i lie? everything reminds me of her. the spin of the earth impaled a silhouette. of the sun on the steeple. and i gotta hear the same sermon. all the time now from you people:. 'why are you staring into outer space, crying?. just because you came across it, and lost it...'. everything reminds me of her. everything reminds me of her. everything reminds me of her...",https://genius.com/Elliott-smith-everything-reminds-me-of-her-lyrics,0.019,0.931,0.051,0.949,0.484
Elliott Smith,L.A.,Figure 8,2000,"the gentleman's in the lane. spinning his hat on a cane. stepping out. out for change. good morning all, it's a beautiful day. the generals are winning a war. seemed suicidal before. you came along, now. now i'll protect you. long as you stay. . l.a. morning had to come. i'd be walking in the sun. living in the day. but last night i was about to throw it all away. . if patience started a band. i'd be her biggest fan. look at me, i'm talking to you. i don't want the lead in your play. the star's just a part of the scene. the gentleman in green. paying off out on the street. i can't go home. it's not on my way. . l.a. things i've never done. cars parked in the sun. living in the day. but last night i was about to throw it all away. last night i was about to throw it all away. last night i was about to throw it all away. last night i was about to throw it all away",https://genius.com/Elliott-smith-la-lyrics,0.082,0.881,0.037,0.963,0.5225
Elliott Smith,Junk Bond Trader,Figure 8,2000,"the imitation picks you up like a habit. writing in the glow of the tv's static. taking out the trash to the man. give the people something they'd understand. a stick man flashing a fine-lined smile. junk bond trader trying to sell a sucker a stock. rich man in a poor man's clothes. the permanent installment of the daily dose. . and you tell off when you tell it like it is. your world's no wider than your hatred of his. checking into a small reality. boring as a drug you take too regularly. the athlete's laugh, the broken crutch. the first true love that folded at the slightest touch. brought down like an old hotel. people digging through rubble for things they can resell. . happy holidays, sad sick savior. the leaving lover that i still favor. i won't take your medicine. i don't need a remedy. to be everything i'm supposed to be. i don't want nobody else. i can do it by myself. we're meant to be together. . now i'm a policeman directing traffic. keeping everything moving, everything static. i'm a hitchhiker you'll recognize passing. on your way to some everlasting. . better sell it while you can. better sell it while you can. better sell it while you can. better sell it while you can",https://genius.com/Elliott-smith-junk-bond-trader-lyrics,0.195,0.701,0.104,0.896,0.5455
Elliott Smith,I Better Be Quiet Now,Figure 8,2000,"wish you gave me your number. wish i could call you today. just to hear a voice. i got a long way to go, i'm getting further away. if i didn't know the difference. living alone would probably be okay. it wouldn't be lonely. i got a long way to go, i'm getting further away. a lot of hours to occupy, it was easy when i didn't know you yet. things i'd have to forget. but i better be quiet now, i'm tired of wasting my breath. carrying on and getting upset. maybe i have a problem. but that's not what i wanted to say. i'd prefer to say nothing. i got a long way to go, i'm getting further away. had a dream as an army man with an order just to march in the place. while a dead enemy screams in my face. but i better be quiet now, i'm tired of wasting my breath. carrying on, not over it yet. wish i knew what you're doing. and why you want to do it this way. so i can't go the distance. i got a long way to go, i'm getting further away. i got a long way to go, i'm getting further away",https://genius.com/Elliott-smith-i-better-be-quiet-now-lyrics,0.112,0.717,0.171,0.829,0.4705
Elliott Smith,Easy Way Out,Figure 8,2000,"you'll take advantage 'til you think you're being used. cause without an enemy your anger gets confused. and i got stuck on a side you know i never chose. but it's all about taking the easy way out for you, i suppose. . there's no escape for you, except in someone else. although you've already disappeared within yourself. the invisible man, who's always changing clothes. it's all about taking the easy way out for you, i suppose. . while i watch you making mistakes. i wish you luck, i really do. with the problem, with the puzzle. whatever's left of you. . i heard you found another audience to bore. a creative thinker who imagined you were more. a new body for you to push around and pose. it's all about taking the easy way out for you, i suppose. it's all about taking the easy way out for you, i suppose",https://genius.com/Elliott-smith-easy-way-out-lyrics,0.19,0.693,0.117,0.883,0.5365
Elliott Smith,Can't Make a Sound,Figure 8,2000,"i have become a silent movie. the hero killed the clown. . can't make a sound. can't make a sound. can't make a sound. . nobody knows what he's doing. still hanging around. . can't make a sound. can't make a sound. can't make a sound. can't make a sound. . the slow motion moves me. the monologue means nothing to me. . bored in the role, but he can't stop. standing up to sit back down. or lose the one thing found. . spinning the world like a toy top. 'til there's a ghost in every town. . can't make a sound. can't make a sound. can't make a sound. can't make a sound. . eyes locked and shining. can't you tell me what's happening?. . why should you want any other. when you're a world within a world?. why should you want any other. when you're a world within a world?. why should you want any other. when you're a world within a world?. why should you want any other. when you're a world within a world?",https://genius.com/Elliott-smith-cant-make-a-sound-lyrics,0.112,0.831,0.057,0.943,0.5275
Elliott Smith,In the Lost and Found (Honky Bach) / The Roost,Figure 8,2000,"he held his breath to hold your hand. to walk the stair steps in pairs. climbing up a slippery slope. i'm in love, love i hope. . don't go home, angelina. stay with me, hanging around in the lost and found. . he kissed you quick, feeling weird. lonely leered, and disappeared. this is such a simple place. the passing time can't erase. . don't go home, angelina. paint tomorrow blue. . day breaks but every morning when he wakes he thinks of you. . i'm alone, but that's okay. i don't mind most of the time. i don't feel afraid to die. she was here, passing by. . don't go home, angelina. stay with me, hanging around in the lost and found",https://genius.com/Elliott-smith-in-the-lost-and-found-honky-bach-the-roost-lyrics,0.113,0.756,0.131,0.869,0.491
Elliott Smith,Happiness / The Gondola Man,Figure 8,2000,"activity's killing the actor. and a cop's standing out in the road. turning traffic away. there was nothing she could do until after. when his body'd been buried below. way back in the day. oh my, nothing else could have been done. made his life a lie so. he might never have to know anyone. made his life the lie you know. i told him that he shouldn't upset her (ooh). and that he'd only be making it worse involving somebody else (ooh). but i knew that he'd never forget her (ooh). while her memory worked in reverse to keep her safe from herself (ooh). and oh my, nothing else could have been done. she made her life a lie so (ooh). she might never have to know anyone. made her life the lie you know. what i used to be. will pass away and then you'll see. that all i want now. is happiness for you and me. what i used to be. will pass away and then you'll see. that all i want now. is happiness for you and me. what i used to be. will pass away and then you'll see. that all i want now. is happiness for you and me. all i want now is happiness for you and me",https://genius.com/Elliott-smith-happiness-the-gondola-man-lyrics,0.144,0.835,0.021,0.979,0.5615
Elliott Smith,Stupidity Tries,Figure 8,2000,got a foot in the door. god knows what for. and he'll cut me down to size. stupidity tries. everything here is free. everything but you and me. this painting never dries. stupidity tries. so then a shoulder raised a cheer. coloring the sky with ash. because they found some privateer. to sail across the sea of trash. the enemy is within. don't confuse me with him. the truth is otherwise. stupidity tries. and so i go from floor to floor. looking for a port of call. another drunk conquistador. conquering the governor's ball. couldn't think of a thing. that i hope tomorrow brings. oh what a surprise. stupidity tries,https://genius.com/Elliott-smith-stupidity-tries-lyrics,0.15,0.674,0.175,0.825,0.4875
